timestamp;x;y;l_x;l_y;r_x;r_y;pupil_l;pupil_r;event_type;fixation_x;fixation_y;event_duration;fixation_id;saccade_id;start_time;end_time
1516.0;1639.1157531738281;395.62960624694824;0.644158124923706;0.2720964848995209;0.6402795910835266;0.2747427821159363;2.9536895751953125;2.865585327148437;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1520.0;1636.1724853515625;392.3054265975952;0.6416508555412292;0.2756959199905395;0.6391298770904541;0.2724343240261078;2.951171875;2.836151123046875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1524.0;1634.6311950683594;393.5732316970825;0.6409249901771545;0.2753313481807709;0.6385278105735779;0.2733147442340851;2.9677734375;2.83905029296875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1528.0;1637.2711181640625;392.83598899841303;0.6432662010192871;0.2689719796180725;0.6395590305328369;0.2728027701377868;2.953826904296875;2.850982666015625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1532.0;1638.5975646972656;387.62984275817865;0.6435100436210632;0.2766691446304321;0.6400771737098694;0.2691873908042907;2.95379638671875;2.8424224853515625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1536.0;1640.8708190917969;373.7383604049682;0.6437153220176697;0.2705909311771393;0.6409651637077332;0.2595405280590057;2.9556427001953125;2.8382568359375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1540.0;1642.0860290527344;388.41120243072504;0.6392940878868103;0.2775464355945587;0.6414398550987244;0.2697300016880035;2.950057983398437;2.8352508544921875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1544.0;1640.0508117675781;384.9142026901245;0.6438716053962708;0.2801294028759002;0.6406448483467102;0.2673015296459198;2.95257568359375;2.8388824462890625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1548.0;1650.731201171875;381.0502338409424;0.6387939453125;0.2639160752296448;0.6448168754577637;0.2646182179450989;2.9338531494140625;2.844818115234375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1552.0;1645.740966796875;391.4938545227051;0.6429170966148376;0.2755024433135986;0.6428675651550293;0.2718707323074341;2.949737548828125;2.845489501953125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1556.0;1654.3841552734375;389.4586372375488;0.6399398446083069;0.2733044326305389;0.6462438106536865;0.27045738697052;2.9572906494140625;2.855682373046875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1560.0;1648.3476257324219;389.22504901885986;0.6402454972267151;0.2759024798870086;0.6438857913017273;0.2702951729297638;2.963607788085937;2.837890625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1564.0;1648.2449340820312;388.0245780944824;0.6375358700752258;0.2805979251861572;0.6438456773757935;0.2694615125656128;2.950836181640625;2.8335113525390625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1568.0;1646.820068359375;385.6564235687256;0.6395474672317505;0.2778662443161011;0.6432890892028809;0.267816960811615;2.9397125244140625;2.8419952392578125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1572.0;1651.1140441894531;382.9687213897705;0.6362688541412354;0.2786831259727478;0.6449664235115051;0.2659505009651184;2.937957763671875;2.8369293212890625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1576.0;1652.7491760253906;389.27985191345215;0.6394986510276794;0.2728331387042999;0.6456051468849182;0.2703332304954529;2.9505767822265625;2.847396850585937;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1580.0;1651.0400390625;384.3303394317627;0.6402761340141296;0.2746836245059967;0.6449375152587891;0.2668960690498352;2.9459228515625;2.840240478515625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1584.0;1647.4711608886719;384.10456180572504;0.6396130919456482;0.27828049659729;0.6435434222221375;0.2667392790317535;2.941146850585937;2.846221923828125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1588.0;1650.3445434570312;392.1689558029175;0.6415573358535767;0.2769886255264282;0.6446658372879028;0.2723395526409149;2.945709228515625;2.8332061767578125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1592.0;1657.1133422851562;388.3302211761474;0.6475178003311157;0.2731460928916931;0.6473098993301392;0.2696737647056579;2.9462432861328125;2.8509979248046875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1596.0;1685.5778503417969;384.59160804748535;0.6606858968734741;0.2690520882606506;0.6584288477897644;0.2670775055885315;2.955673217773437;2.8564453125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1600.0;1707.3654174804688;385.09994029998774;0.6730847358703613;0.2805962562561035;0.6669396162033081;0.2674305140972137;2.9464111328125;2.84063720703125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1604.0;1715.4568481445312;382.0488309860229;0.6778456568717957;0.2801052629947662;0.6701003313064575;0.2653116881847381;2.9598388671875;2.833724975585937;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1608.0;1725.7855224609375;377.3604154586792;0.6726466417312622;0.2841911017894745;0.6741349697113037;0.2620558440685272;2.9710235595703125;2.834335327148437;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1612.0;1707.7384948730469;378.65169525146484;0.6738885641098022;0.2747301459312439;0.6670853495597839;0.2629525661468506;2.956085205078125;2.8331756591796875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1616.0;1698.1796264648438;380.3270244598388;0.6707459092140198;0.2776331305503845;0.6633514165878296;0.2641159892082214;2.943878173828125;2.83721923828125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1620.0;1704.06982421875;378.81794929504395;0.6709958910942078;0.2738800048828125;0.6656522750854492;0.2630680203437805;2.95892333984375;2.8367462158203125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1624.0;1696.3298034667969;374.9032115936279;0.6686805486679077;0.2781085968017578;0.6626288294792175;0.2603494524955749;2.941925048828125;2.843978881835937;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1628.0;1700.4640197753906;390.07687568664545;0.6682992577552795;0.2704074382781982;0.664243757724762;0.2708867192268371;2.952987670898437;2.8335418701171875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1632.0;1706.5182495117188;381.23528480529785;0.6705405116081238;0.2767481803894043;0.6666086912155151;0.2647467255592346;2.940277099609375;2.83172607421875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1636.0;1706.1410522460938;378.1131935119629;0.6717187762260437;0.2768318951129913;0.6664613485336304;0.2625786066055298;2.940826416015625;2.8361358642578125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1640.0;1700.584716796875;382.36438751220703;0.669399619102478;0.2761069238185882;0.6642909049987793;0.2655308246612549;2.93505859375;2.8334197998046875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1644.0;1706.7367553710938;376.8921661376953;0.6718681454658508;0.2743370234966278;0.6666940450668335;0.2617306709289551;2.9325408935546875;2.845916748046875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1648.0;1709.6287536621094;384.74524497985834;0.671586275100708;0.2736673653125763;0.6678237318992615;0.2671841979026794;2.946273803710937;2.832916259765625;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1652.0;1708.7129211425781;382.398419380188;0.6735396385192871;0.2777469754219055;0.6674659848213196;0.2655544579029083;2.93890380859375;2.840179443359375;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1656.0;1703.4573364257812;381.68349266052246;0.6725672483444214;0.2780788242816925;0.6654130220413208;0.2650579810142517;2.947372436523437;2.839706420898437;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1660.0;1711.9378662109375;384.6264982223511;0.6703054904937744;0.2765067815780639;0.6687257289886475;0.2671017348766327;2.9456329345703125;2.8221435546875;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1664.0;1708.8661193847656;374.73717212676996;0.6703437566757202;0.2783424854278564;0.6675258278846741;0.2602341473102569;2.958587646484375;2.839706420898437;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1668.0;1710.3150939941406;380.54769515991205;0.6704263091087341;0.2793643772602081;0.6680918335914612;0.2642692327499389;2.936614990234375;2.8190460205078125;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
1672.0;1710.6959533691406;378.90120506286615;0.6708884835243225;0.2776833772659302;0.6682406067848206;0.2631258368492126;2.9333038330078125;2.8246002197265625;Fixation;1712.0254948933919;384.0206787586212;236.0;7.0;;1596.0;1832.0
