saccade_id;fixation_id;timestamp;x;y;video_frame_count;event_type;norm_pos_x;norm_pos_y;duration;start_time;end_time
;85.0;1755694178.888;1440.0660807291665;457.96443684895826;2735;Fixation;1401.1778120310053;442.227293172098;2.1670000553131104;1755694181.288;1755694181.288
114.0;;1755694179.155;1429.5087890625;447.7781575520833;2744;Saccade;;;0.0;1755694180.622;1755694180.622
115.0;;1755694180.622;1389.2347005208333;422.0306803385416;2787;Saccade;;;0.0;1755694181.088;1755694181.088
116.0;;1755694181.088;1358.7628580729167;376.94140625;2801;Saccade;;;0.0;1755694183.122;1755694183.122
;86.0;1755694181.288;1315.1114095052083;354.28214518229174;2807;Fixation;1257.001988041612;341.57176481079654;14.233999967575073;1755694195.889;1755694195.889
117.0;;1755694183.122;1312.218505859375;335.68945312499983;2862;Saccade;;;0.0;1755694184.822;1755694184.822
118.0;;1755694184.822;1284.6866048177083;312.5282389322916;2910;Saccade;;;0.0;1755694190.088;1755694190.088
119.0;;1755694190.088;1243.6883138020833;339.98673502604163;3063;Saccade;;;0.0;1755694194.555;1755694194.555
120.0;;1755694194.555;1185.7049967447915;359.2675781249999;3197;Saccade;;;0.0;1755694195.555;1755694195.555
121.0;;1755694195.555;1263.3794759114583;358.07324218750006;3228;Saccade;;;0.0;1755694196.189;1755694196.189
;87.0;1755694195.889;1275.0367838541665;456.0878906249999;3238;Fixation;1253.9550208276703;466.3531706040623;0.26600003242492676;1755694196.689;1755694196.689
122.0;;1755694196.189;1228.7900390625;471.123046875;3245;Saccade;;;0.0;1755694196.889;1755694196.889
;88.0;1755694196.689;0.0;1440.0;3259;Fixation;0.0;1440.0;0.1660001277923584;1755694197.155;1755694197.155
123.0;;1755694196.889;1236.7662760416665;401.18619791666663;3267;Saccade;;;0.0;1755694197.355;1755694197.355
;89.0;1755694197.155;1305.7704264322915;417.50878906250006;3275;Fixation;1339.3420501814376;412.97885102844964;3.1000001430511475;1755694201.722;1755694201.722
124.0;;1755694197.355;1315.9164225260417;407.6216634114583;3280;Saccade;;;0.0;1755694197.589;1755694197.589
125.0;;1755694197.589;1273.7433268229167;386.8078613281249;3285;Saccade;;;0.0;1755694199.155;1755694199.155
126.0;;1755694199.155;1338.25634765625;421.61816406250006;3333;Saccade;;;0.0;1755694199.955;1755694199.955
127.0;;1755694199.955;1405.1188151041665;418.22485351562506;3358;Saccade;;;0.0;1755694200.289;1755694200.289
128.0;;1755694200.289;1368.4873046875;378.49983723958337;3368;Saccade;;;0.0;1755694201.889;1755694201.889
;90.0;1755694201.722;1194.382080078125;528.6033528645833;3411;Fixation;1236.3510275863343;465.71020975154755;0.9330000877380371;1755694204.189;1755694204.189
129.0;;1755694201.889;1200.956787109375;516.3276367187499;3415;Saccade;;;0.0;1755694202.689;1755694202.689
130.0;;1755694202.689;1282.10400390625;461.95475260416663;3437;Saccade;;;0.0;1755694204.389;1755694204.389
;91.0;1755694204.189;0.0;1440.0;3461;Fixation;0.0;1440.0;0.1660001277923584;1755694205.055;1755694205.055
131.0;;1755694204.389;1138.4860026041665;286.365478515625;3463;Saccade;;;0.0;1755694205.255;1755694205.255
;92.0;1755694205.055;1388.287109375;502.2194010416666;3475;Fixation;1390.6073432250544;514.5007660499627;0.7999999523162842;1755694205.889;1755694205.889
132.0;;1755694205.255;1390.6652018229167;507.9029947916665;3480;Saccade;;;0.0;1755694205.522;1755694205.522
133.0;;1755694205.522;1383.8831380208333;529.4388020833334;3484;Saccade;;;0.0;1755694206.255;1755694206.255
;93.0;1755694205.889;1277.9388020833333;555.7799479166666;3485;Fixation;1263.042650405366;553.035459698834;0.33299994468688965;1755694206.922;1755694206.922
134.0;;1755694206.255;1262.8319498697917;558.1001790364584;3486;Saccade;;;0.0;1755694207.355;1755694207.355
;94.0;1755694206.922;1192.7085774739585;356.4000651041666;3491;Fixation;1201.4485473632812;356.4303487141927;0.2330000400543213;1755694207.189;1755694207.189
;95.0;1755694207.189;0.0;1440.0;3494;Fixation;0.0;1440.0;0.13300013542175293;1755694208.522;1755694208.522
135.0;;1755694207.355;1483.5323893229167;865.9860432942708;3495;Saccade;;;0.0;1755694208.755;1755694208.755
;96.0;1755694208.522;1600.7360026041667;562.8422037760415;3509;Fixation;1607.1737118675596;555.1131649925594;0.19999980926513672;1755694208.789;1755694208.789
136.0;;1755694208.755;1394.48876953125;519.5365397135415;3512;Saccade;;;0.0;1755694209.222;1755694209.222
